item_id,source_page,book_part,foundation,chapter_number,chapter_title,chapter_pillar,subpillar,subpillar_logic,tool_class,clean_title,practical_guidance,practical_logic,what_this_is_for,example_1,example_2,minto_governing_thought,minto_level_1,minto_level_2,minto_level_3,minto_level_4,minto_level_5,minto_supporting_logic,minto_path,primary_category,item_type,confidence_score,source_anchor
41,163,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"As we find more internal balance and stability with emotions, our ability to engage",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Emotional Agility > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,9,"As we find more internal balance and stability with emotions, our ability"
68,167,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,Cornered Diminished Dismissed Disrespected Interrupted Intimidated Let down Manipulated Misunderstood Neglected Patronized Pressured Provoked,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Emotional Agility > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,27,Cornered Diminished Dismissed Disrespected Interrupted Intimidated Let down Manipulated Misunderstood Neglected Patronized
103,170,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"find ways to express them openly and honestly without blame, linking them to what",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Emotional Agility > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,18,"find ways to express them openly and honestly without blame, linking them"
160,171,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,KEY POINTS We tend to relate to our emotions by suppressing them or getting,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Emotional Agility > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,14,KEY POINTS We tend to relate to our emotions by suppressing them
35,173,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,Anger is a completely natural emotion,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Emotional Agility > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,15,Anger is a completely natural emotion. It’s a strong signal that our
127,151,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Observation and clarity,Separate observation from judgment or interpretation.,Tool or guideline,How we relate to our emotions falls on a spectrum,Separate what happened from the interpretation you attach to it before speaking.,Separate what happened from the interpretation you attach to it before speaking.,Practical move for clearer communication.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Observation and clarity,Tool or guideline,Separate observation from judgment or interpretation.,Skillful communication > Attention > Emotional Agility > Observation and clarity > Tool or guideline,observation_vs_evaluation,technique_or_guideline,24,How we relate to our emotions falls on a spectrum. At one
182,172,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Observation and clarity,Separate observation from judgment or interpretation.,Step-by-step process,"Notice that experience of “not feeling anything.” Is it blank, empty, numb?",Separate what happened from the interpretation you attach to it before speaking. Apply it as a sequence rather than a one-off insight.,Separate what happened from the interpretation you attach to it before speaking.,Sequenced method to apply in conversation.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Observation and clarity,Step-by-step process,Separate observation from judgment or interpretation.,Skillful communication > Attention > Emotional Agility > Observation and clarity > Step-by-step process,observation_vs_evaluation,step_process,30,"Notice that experience of “not feeling anything.” Is it blank, empty, numb?"
267,165,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Observation and clarity,Separate observation from judgment or interpretation.,Practice or exercise,"There are a few telltale signs that you’re playing the blame game, and a",Separate what happened from the interpretation you attach to it before speaking.,Separate what happened from the interpretation you attach to it before speaking.,Repeatable training drill or reflection exercise.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Observation and clarity,Practice or exercise,Separate observation from judgment or interpretation.,Skillful communication > Attention > Emotional Agility > Observation and clarity > Practice or exercise,observation_vs_evaluation,exercise_or_practice,14,"There are a few telltale signs that you’re playing the blame game,"
175,168,Part Three: Focus on What Matters,Attention,8,Emotional Agility,"Feelings, emotional literacy, and regulation",Observation and clarity,Separate observation from judgment or interpretation.,Assessment or reflection,Assessment or reflection — Observation and clarity — p.168,Separate what happened from the interpretation you attach to it before speaking. Use it to assess your default pattern before changing behavior.,Separate what happened from the interpretation you attach to it before speaking.,Prompt to assess your current pattern.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Emotional Agility,Observation and clarity,Assessment or reflection,Separate observation from judgment or interpretation.,Skillful communication > Attention > Emotional Agility > Observation and clarity > Assessment or reflection,observation_vs_evaluation,assessment_or_reflection,12,needs. Shift your attention to the emotions beneath the words. Tune in
21,174,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,Step-by-step process — Emotional literacy — p.174,Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Step-by-step process,feelings,step_process,20,9 enhancing empathy and inner resilience Learning to stand in somebody else’s
312,180,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,"When we disagree, we may resist opening our heart to someone else out of",Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Step-by-step process,feelings,step_process,16,"When we disagree, we may resist opening our heart to someone else"
100,184,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,"Exploring any beliefs that create obligation, entanglement, or distortion of responsibility with regards to",Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Step-by-step process,feelings,step_process,12,"•Exploring any beliefs that create obligation, entanglement, or distortion of responsibility with"
65,182,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Practice or exercise,"contracted Lyme disease, left the monastery, and admitted my father to the hospital for",Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Repeatable training drill or reflection exercise.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Practice or exercise,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Practice or exercise,feelings,exercise_or_practice,17,"contracted Lyme disease, left the monastery, and admitted my father to the"
313,175,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"When we think of empathy, we often focus on handling pain, conflict, and disagreement",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,22,"When we think of empathy, we often focus on handling pain, conflict,"
245,177,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,situation or event for which you’d like to develop self-empathy (nothing too painful to,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,26,situation or event for which you’d like to develop self-empathy (nothing too
149,178,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"In the affective domain, do your best to pause further input",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,26,"In the affective domain, do your best to pause further input. For"
195,183,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"PARAPHRASING: Offer your understanding of the gist of what the other person has said,",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,22,PARAPHRASING: Offer your understanding of the gist of what the other person
54,185,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,but I need to finish this work so I can’t take you.” She just,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,10,but I need to finish this work so I can’t take you.”
211,176,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Empathy and listening,"Listen for feelings, needs, and what matters before solving.",Practice or exercise,PRACTICE: Self-Empathy Use this meditation regularly to develop your ability to bring the caring,"Listen for feelings and needs first, and reflect them back before offering solutions.","Listen for feelings and needs first, and reflect them back before offering solutions.",Repeatable training drill or reflection exercise.,Try: “Are you feeling frustrated because you wanted more support?”,"Before advising, reflect back: “It sounds like you wanted to feel understood.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Empathy and listening,Practice or exercise,"Listen for feelings, needs, and what matters before solving.",Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Empathy and listening > Practice or exercise,empathy_listening,exercise_or_practice,14,PRACTICE: Self-Empathy Use this meditation regularly to develop your ability to bring
228,181,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Empathy and listening,"Listen for feelings, needs, and what matters before solving.",Assessment or reflection,Refining Empathy: Beyond You or Me In this chapter we’ve explored several methods to,"Listen for feelings and needs first, and reflect them back before offering solutions. Use it to assess your default pattern before changing behavior.","Listen for feelings and needs first, and reflect them back before offering solutions.",Prompt to assess your current pattern.,Try: “Are you feeling frustrated because you wanted more support?”,"Before advising, reflect back: “It sounds like you wanted to feel understood.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Empathy and listening,Assessment or reflection,"Listen for feelings, needs, and what matters before solving.",Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Empathy and listening > Assessment or reflection,empathy_listening,assessment_or_reflection,4,Refining Empathy: Beyond You or Me In this chapter we’ve explored several
77,176,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Observation and clarity,Separate observation from judgment or interpretation.,Practice or exercise,During that difficult period in my early twenties while working at a meditation center,Separate what happened from the interpretation you attach to it before speaking.,Separate what happened from the interpretation you attach to it before speaking.,Repeatable training drill or reflection exercise.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Observation and clarity,Practice or exercise,Separate observation from judgment or interpretation.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Observation and clarity > Practice or exercise,observation_vs_evaluation,exercise_or_practice,18,During that difficult period in my early twenties while working at a
287,179,Part Three: Focus on What Matters,Attention,9,Enhancing Empathy and Inner Resilience,"Empathy, self-empathy, and resilience resources",Observation and clarity,Separate observation from judgment or interpretation.,Assessment or reflection,True empathy rests upon being centered,Separate what happened from the interpretation you attach to it before speaking. Use it to assess your default pattern before changing behavior.,Separate what happened from the interpretation you attach to it before speaking.,Prompt to assess your current pattern.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,Enhancing Empathy and Inner Resilience,Observation and clarity,Assessment or reflection,Separate observation from judgment or interpretation.,Skillful communication > Attention > Enhancing Empathy and Inner Resilience > Observation and clarity > Assessment or reflection,observation_vs_evaluation,assessment_or_reflection,12,True empathy rests upon being centered. It arises from a deep trust
177,192,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,NEEDS: WHAT MATTERS?,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,9,"NEEDS: WHAT MATTERS? For each emotion, listen inwardly and connect it to"
309,195,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,what psychologist and author John M,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,11,what psychologist and author John M. Gottman calls a system of “fondness
152,194,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",General practical guidance,Apply as a practical communication reminder.,Example or script pattern,"information, our mind naturally selects certain data as more or less relevant",Apply the passage as a practical communication or self-awareness cue.,Apply the passage as a practical communication or self-awareness cue.,Concrete language pattern or model script.,Translate the insight into one sentence you could actually say in a real conversation.,"Use the passage as a cue for noticing, naming, pausing, or requesting more clearly.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,General practical guidance,Example or script pattern,Apply as a practical communication reminder.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > General practical guidance > Example or script pattern,general_practical,example_pattern,6,"information, our mind naturally selects certain data as more or less relevant."
99,188,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Observation and clarity,Separate observation from judgment or interpretation.,Principle,Experience is one thing; what we add to it is another,Separate what happened from the interpretation you attach to it before speaking. Treat it as a rule of thumb that organizes the surrounding practices.,Separate what happened from the interpretation you attach to it before speaking.,Rule of thumb that organizes practice.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Observation and clarity,Principle,Separate observation from judgment or interpretation.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Observation and clarity > Principle,observation_vs_evaluation,principle,5,Experience is one thing; what we add to it is another. Knowing
173,197,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Observation and clarity,Separate observation from judgment or interpretation.,Principle,NAME THE JUDGMENT: Say the judgment aloud or write it down,Separate what happened from the interpretation you attach to it before speaking. Treat it as a rule of thumb that organizes the surrounding practices.,Separate what happened from the interpretation you attach to it before speaking.,Rule of thumb that organizes practice.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Observation and clarity,Principle,Separate observation from judgment or interpretation.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Observation and clarity > Principle,observation_vs_evaluation,principle,23,NAME THE JUDGMENT: Say the judgment aloud or write it down. Let
134,201,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Observation and clarity,Separate observation from judgment or interpretation.,Principle,I’ve mentioned my own struggles with speaking up,Separate what happened from the interpretation you attach to it before speaking. Treat it as a rule of thumb that organizes the surrounding practices.,Separate what happened from the interpretation you attach to it before speaking.,Rule of thumb that organizes practice.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Observation and clarity,Principle,Separate observation from judgment or interpretation.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Observation and clarity > Principle,observation_vs_evaluation,principle,7,I’ve mentioned my own struggles with speaking up. I learned to sing
186,191,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Observation and clarity,Separate observation from judgment or interpretation.,Tool or guideline,OBSERVATION: WHAT HAPPENED?,Separate what happened from the interpretation you attach to it before speaking.,Separate what happened from the interpretation you attach to it before speaking.,Practical move for clearer communication.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Observation and clarity,Tool or guideline,Separate observation from judgment or interpretation.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Observation and clarity > Tool or guideline,observation_vs_evaluation,technique_or_guideline,9,OBSERVATION: WHAT HAPPENED? Try to be as specific as possible. If you
317,193,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Observation and clarity,Separate observation from judgment or interpretation.,Tool or guideline,within the context of a lifetime of being treated as inferior by men and,Separate what happened from the interpretation you attach to it before speaking.,Separate what happened from the interpretation you attach to it before speaking.,Practical move for clearer communication.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Observation and clarity,Tool or guideline,Separate observation from judgment or interpretation.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Observation and clarity > Tool or guideline,observation_vs_evaluation,technique_or_guideline,7,within the context of a lifetime of being treated as inferior by
4,186,Part Three: Focus on What Matters,Attention,10,How to Raise an Issue without Starting a Fight,"Observation, framing, feedback, and difficult topics",Observation and clarity,Separate observation from judgment or interpretation.,Step-by-step process,Step-by-step process — Observation and clarity — p.186,Separate what happened from the interpretation you attach to it before speaking. Apply it as a sequence rather than a one-off insight.,Separate what happened from the interpretation you attach to it before speaking.,Sequenced method to apply in conversation.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Attention,How to Raise an Issue without Starting a Fight,Observation and clarity,Step-by-step process,Separate observation from judgment or interpretation.,Skillful communication > Attention > How to Raise an Issue without Starting a Fight > Observation and clarity > Step-by-step process,observation_vs_evaluation,step_process,26,10 how to raise an issue without starting a fight The ability
